"replicate","condition","cell_type","n_cells","library_size_total_counts","library_size_pattern_genes","TIMP1","FTH1","SOD2","MS4A7","S100A11","TYROBP","FCGR3A","FCER1G","ACTB","SAT1","PSAP","CXCL16","FTL","PFN1","CTSS","ISG15","ISG20","IFI6","IFIT3","LY6E","IFIT1","MX1","IFIT2","IRF7","TNFSF10","OAS1","PLSCR1","BST2","ANXA1","SH3BGRL3","GAPDH","S100A6","VIM","S100A10","EMP3","RGCC","CLIC1","CCL5","ALOX5AP","CD63","C15orf48","LGALS1","CCR7","HSPA8","LTB","ACTG1","SELL","HSP90AB1","HSP90AA1","CREM","CD74","HLA.DRA","HLA.DRB1","HLA.DPA1","HLA.DPB1","HLA.DQB1","HLA.DQA1","HLA.DMA","HERPUD1","CXCL10","APOBEC3A","IFITM3","RSAD2","TYMP","IDO1","TIMP1__cpm","FTH1__cpm","SOD2__cpm","MS4A7__cpm","S100A11__cpm","TYROBP__cpm","FCGR3A__cpm","FCER1G__cpm","ACTB__cpm","SAT1__cpm","PSAP__cpm","CXCL16__cpm","FTL__cpm","PFN1__cpm","CTSS__cpm","ISG15__cpm","ISG20__cpm","IFI6__cpm","IFIT3__cpm","LY6E__cpm","IFIT1__cpm","MX1__cpm","IFIT2__cpm","IRF7__cpm","TNFSF10__cpm","OAS1__cpm","PLSCR1__cpm","BST2__cpm","ANXA1__cpm","SH3BGRL3__cpm","GAPDH__cpm","S100A6__cpm","VIM__cpm","S100A10__cpm","EMP3__cpm","RGCC__cpm","CLIC1__cpm","CCL5__cpm","ALOX5AP__cpm","CD63__cpm","C15orf48__cpm","LGALS1__cpm","CCR7__cpm","HSPA8__cpm","LTB__cpm","ACTG1__cpm","SELL__cpm","HSP90AB1__cpm","HSP90AA1__cpm","CREM__cpm","CD74__cpm","HLA-DRA__cpm","HLA-DRB1__cpm","HLA-DPA1__cpm","HLA-DPB1__cpm","HLA-DQB1__cpm","HLA-DQA1__cpm","HLA-DMA__cpm","HERPUD1__cpm","CXCL10__cpm","APOBEC3A__cpm","IFITM3__cpm","RSAD2__cpm","TYMP__cpm","IDO1__cpm"
"patient_1016","stim","FCGR3A+ Monocytes",89,106550,71685,2801,18472,997,845,1250,1210,904,912,1063,1461,436,313,5159,448,437,6652,1555,642,1014,958,1414,487,725,488,1857,432,400,369,681,313,301,332,194,259,426,4,497,8,0,204,775,193,17,305,24,176,20,181,308,52,810,794,529,563,390,35,14,21,61,5349,1458,1549,416,534,191,26288.1276396058,173364.617550446,9357.10933833881,7930.54903801032,11731.581417175,11356.1708118254,8484.27968090099,8559.36180197091,9976.53683716565,13711.8723603942,4091.97559831065,2937.58798686063,48418.5828249648,4204.59877991553,4101.36086344439,62430.7836696387,14594.0872829657,6025.3402158611,9516.65884561239,8991.08399812295,13270.7648991084,4570.62412013139,6804.31722196152,4580.00938526513,17428.4373533552,4054.43453777569,3754.10605349601,3463.16283435007,6391.36555607696,2937.58798686063,2824.96480525575,3115.90802440169,1820.74143594557,2430.78366963867,3998.12294697325,37.5410605349601,4664.47677146879,75.0821210699202,0,1914.59408728297,7273.58047864852,1811.35617081183,159.54950727358,2862.50586579071,225.246363209761,1651.80666353824,187.705302674801,1698.73298920695,2890.66166119193,488.033786954481,7602.06475832942,NA,NA,NA,NA,NA,NA,NA,572.501173158142,50201.7832003754,13683.716564993,14537.7756921633,3904.27029563585,5011.73158141718,1792.58564054435
"patient_1016","stim","NK cells",98,19002,8322,16,1496,12,0,46,100,26,80,144,115,16,1,258,116,35,843,656,406,264,305,199,209,84,125,113,112,123,151,325,89,87,35,55,27,47,19,97,327,123,59,5,25,13,95,6,77,22,22,81,80,106,37,22,30,15,2,1,0,57,28,9,146,45,55,2,842.016629828439,78728.5548889591,631.512472371329,0,2420.79781075676,5262.60393642774,1368.27702347121,4210.0831491422,7578.14966845595,6051.99452689191,842.016629828439,52.6260393642774,13577.5181559836,6104.62056625618,1841.91137774971,44363.7511840859,34522.681822966,21366.1719818966,13893.2743921692,16050.9420061046,10472.5818334912,10998.842227134,4420.58730659931,6578.25492053468,5946.74244816335,5894.11640879907,6473.00284180613,7946.53194400589,17103.4627933902,4683.71750342069,4578.46542469214,1841.91137774971,2894.43216503526,1420.90306283549,2473.42385012104,999.894747921271,5104.72581833491,17208.7148721187,6473.00284180613,3104.93632249237,263.130196821387,1315.65098410694,684.138511735607,4999.47373960636,315.756236185665,4052.20503104936,1157.7728660141,1157.7728660141,4262.70918850647,4210.0831491422,5578.36017261341,NA,NA,NA,NA,NA,NA,NA,2999.68424376381,1473.52910219977,473.634354278497,7683.40174718451,2368.17177139248,2894.43216503526,105.252078728555
"patient_1039","ctrl","B cells",26,4951,2522,2,736,6,2,11,0,0,0,124,10,5,2,174,69,12,12,29,2,1,4,2,0,0,3,1,2,6,14,0,25,36,16,50,7,25,4,36,1,13,12,1,6,79,40,15,39,9,33,19,13,340,204,63,29,47,32,39,11,38,0,0,0,0,10,1,403.958796202787,148656.837002626,1211.87638860836,403.958796202787,2221.77337911533,0,0,0,25045.4453645728,2019.79398101394,1009.89699050697,403.958796202787,35144.4152696425,13936.5784689962,2423.75277721672,2423.75277721672,5857.40254494042,403.958796202787,201.979398101394,807.917592405575,403.958796202787,0,0,605.938194304181,201.979398101394,403.958796202787,1211.87638860836,2827.71157341951,0,5049.48495253484,7271.25833165017,3231.6703696223,10098.9699050697,1413.85578670976,5049.48495253484,807.917592405575,7271.25833165017,201.979398101394,2625.73217531812,2423.75277721672,201.979398101394,1211.87638860836,15956.3724500101,8079.17592405575,3029.6909715209,7877.19652595435,1817.81458291254,6665.32013734599,3837.60856392648,2625.73217531812,68672.9953544738,NA,NA,NA,NA,NA,NA,NA,7675.21712785296,0,0,0,0,2019.79398101394,201.979398101394
"patient_1039","ctrl","CD14+ Monocytes",126,154765,111979,6282,51275,1163,91,1326,1137,107,1246,2905,990,687,163,24179,1577,128,183,113,99,18,78,14,16,10,66,8,29,106,90,591,1153,1187,877,1387,1196,1102,128,521,16,75,1155,2205,1083,14,129,14,540,2,85,192,22,679,1470,564,203,303,57,18,67,50,19,86,91,16,582,14,40590.5728039285,331308.758440216,7514.61893839046,587.988240235195,8567.82864342713,7346.62229832326,691.370787968856,8050.91590475883,18770.3938228928,6396.79514102026,4438.98814331406,1053.20970503667,156230.413853261,10189.6423609989,827.060381869286,1182.43788970374,730.139243368979,639.679514102026,116.305366200368,503.989920201596,90.4597292669531,103.382547733661,64.6140923335379,426.45300940135,51.6912738668304,187.38086776726,684.909378735502,581.526831001842,3818.69285691209,7450.00484605693,7669.69275999095,5666.65589765128,8961.97460666171,7727.84544309114,7120.47297515588,827.060381869286,3366.39421057733,103.382547733661,484.605692501535,7462.92766452363,14247.4073595451,6997.70619972216,90.4597292669531,833.521791102639,90.4597292669531,3489.16098601105,12.9228184667076,549.219784835073,1240.59057280393,142.151003133783,4387.29686944723,NA,NA,NA,NA,NA,NA,NA,323.07046166769,122.766775433722,555.681194068426,587.988240235195,103.382547733661,3760.54017381191,90.4597292669531
"patient_1039","ctrl","CD4 T cells",201,29708,15046,79,7560,25,1,221,5,2,12,726,128,38,3,725,406,15,118,143,19,12,34,8,20,8,16,11,17,18,28,497,387,398,166,405,138,199,214,72,112,150,38,2,33,292,242,289,171,110,156,138,182,94,17,12,9,34,8,2,5,61,0,0,1,2,12,0,2659.21637269422,254476.908576814,841.524168574121,33.6609667429649,7439.07365019523,168.304833714824,67.3219334859297,403.931600915578,24437.8618553925,4308.6037430995,1279.11673623266,100.982900228895,24404.2008886495,13666.3524976437,504.914501144473,3971.99407566985,4813.51824424398,639.558368116332,403.931600915578,1144.47286926081,269.287733943719,673.219334859297,269.287733943719,538.575467887438,370.270634172613,572.236434630403,605.897401373368,942.507068803016,16729.5004712535,13026.7941295274,13397.0647637,5587.72047933217,13632.6915309008,4645.21341052915,6698.53238185001,7203.44688299448,2423.58960549347,3770.02827521206,5049.14501144473,1279.11673623266,67.3219334859297,1110.81190251784,9829.00228894574,8145.9539517975,9728.01938871684,5756.02531304699,3702.70634172613,5251.11081190252,4645.21341052915,6126.2959472196,3164.1308738387,NA,NA,NA,NA,NA,NA,NA,2053.31897132086,0,0,33.6609667429649,67.3219334859297,403.931600915578,0
"patient_1039","ctrl","Megakaryocytes",53,122477,411,3,167,5,0,0,0,0,3,6,1,2,0,170,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,9,2,2,1,2,1,3,1,3,1,2,1,3,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,24.4943948659748,1363.52131420593,40.8239914432914,0,0,0,0,24.4943948659748,48.9887897319497,8.16479828865828,16.3295965773166,0,1388.01570907191,0,0,48.9887897319497,8.16479828865828,8.16479828865828,0,0,0,0,0,0,0,0,0,8.16479828865828,8.16479828865828,16.3295965773166,16.3295965773166,0,0,0,8.16479828865828,73.4831845979245,16.3295965773166,16.3295965773166,8.16479828865828,16.3295965773166,8.16479828865828,24.4943948659748,8.16479828865828,24.4943948659748,8.16479828865828,16.3295965773166,8.16479828865828,24.4943948659748,8.16479828865828,0,24.4943948659748,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"patient_1039","ctrl","NK cells",21,3909,1423,8,613,1,0,12,19,2,16,63,3,5,0,36,42,2,12,13,6,3,15,2,4,0,9,3,4,6,12,15,40,69,10,40,11,20,15,24,72,18,35,5,9,2,18,0,26,4,9,16,17,9,2,2,4,7,0,0,1,4,0,0,6,0,2,0,2046.5592223075,156817.600409312,255.819902788437,0,3069.83883346124,4860.5781529803,511.639805576874,4093.11844461499,16116.6538756715,767.459708365311,1279.09951394218,0,9209.51650038373,10744.4359171144,511.639805576874,3069.83883346124,3325.65873624968,1534.91941673062,767.459708365311,3837.29854182655,511.639805576874,1023.27961115375,0,2302.37912509593,767.459708365311,1023.27961115375,1534.91941673062,3069.83883346124,3837.29854182655,10232.7961115375,17651.5732924021,2558.19902788437,10232.7961115375,2814.01893067281,5116.39805576874,3837.29854182655,6139.67766692249,18419.0330007675,4604.75825019187,8953.69659759529,1279.09951394218,2302.37912509593,511.639805576874,4604.75825019187,0,6651.31747249936,1023.27961115375,2302.37912509593,4093.11844461499,4348.93834740343,2302.37912509593,NA,NA,NA,NA,NA,NA,NA,1023.27961115375,0,0,1534.91941673062,0,511.639805576874,0
"patient_1039","stim","B cells",41,16950,6212,7,619,11,0,27,0,0,6,240,136,11,0,182,85,17,602,520,208,164,135,114,116,84,92,81,53,63,67,10,38,55,33,59,8,54,5,104,8,9,20,1,27,135,77,18,67,32,85,61,70,411,287,106,109,88,33,37,11,99,302,4,23,38,45,3,412.979351032448,36519.1740412979,648.967551622419,0,1592.9203539823,0,0,353.982300884956,14159.2920353982,8023.598820059,648.967551622419,0,10737.4631268437,5014.74926253687,1002.94985250737,35516.2241887906,30678.4660766962,12271.3864306785,9675.51622418879,7964.6017699115,6725.66371681416,6843.65781710915,4955.75221238938,5427.72861356932,4778.7610619469,3126.84365781711,3716.81415929204,3952.80235988201,589.970501474926,2241.88790560472,3244.83775811209,1946.90265486726,3480.82595870207,471.976401179941,3185.8407079646,294.985250737463,6135.69321533923,471.976401179941,530.973451327434,1179.94100294985,58.9970501474926,1592.9203539823,7964.6017699115,4542.77286135693,1061.94690265487,3952.80235988201,1887.90560471976,5014.74926253687,3598.82005899705,4129.79351032448,24247.7876106195,NA,NA,NA,NA,NA,NA,NA,5840.70796460177,17817.1091445428,235.988200589971,1356.93215339233,2241.88790560472,2654.86725663717,176.991150442478
"patient_1039","stim","CD14+ Monocytes",164,278099,183317,4260,45495,3861,203,2031,1816,106,1754,1657,4375,659,191,33783,960,450,18953,3490,1280,1759,1547,1591,702,1314,700,1863,646,766,599,1321,896,718,555,1249,1226,1617,27,953,46,10,1411,3897,1174,36,316,20,326,34,285,639,143,1357,2010,1149,531,459,113,46,86,44,11286,4643,2385,1853,1982,1663,15318.2859341458,163592.821261493,13883.5450684828,729.9558790215,7303.15463198357,6530.04865173913,381.159227469354,6307.10646208724,5958.3098105351,15731.8077375323,2369.65972549344,686.805777798554,121478.322467898,3452.00809783566,1618.12879586047,68151.9890398743,12549.4877723401,4602.67746378088,6325.08567093014,5562.76721599143,5720.9842538089,2524.28092154233,4724.93608391256,2517.08923800517,6699.05321486233,2322.91378250191,2754.41479473137,2153.90921937871,4750.10697629261,3221.87422464662,2581.81438983959,1995.69218156124,4491.20636895494,4408.50200827763,5814.47613979194,97.087727751628,3426.83720545561,165.408721354625,35.9584176857882,5073.73273546471,14012.9953721516,4221.51823631153,129.450303668837,1136.28599887091,71.9168353715763,1172.24441655669,122.25862013168,1024.81490404496,2297.74289012186,514.205372906771,4879.55727996145,NA,NA,NA,NA,NA,NA,NA,158.217037817468,40582.6702001805,16695.4933315114,8576.08261806047,6663.09479717654,7126.95838532321,5979.88486114657
"patient_1039","stim","CD4 T cells",302,53913,28351,83,7295,95,2,298,8,0,13,870,856,28,6,692,494,93,2924,1517,929,796,618,667,583,363,276,254,348,256,238,860,476,333,169,393,186,319,140,116,138,213,51,16,41,553,440,427,232,544,284,306,329,174,25,23,22,25,2,3,3,106,256,21,85,331,99,8,1539.51737057852,135310.592992414,1762.09819524048,37.0968041103259,5527.42381243856,148.387216441304,0,241.129226717118,16137.1097879918,15877.4321592195,519.355257544563,111.290412330978,12835.4942221728,9162.9106152505,1725.00139113015,54235.5276092965,28137.9259176822,17231.4655092464,14764.5280359097,11462.9124700907,12371.7841707937,10813.71839816,6733.06994602415,5119.35896722497,4711.29412201139,6454.84391519671,4748.39092612171,4414.51968912878,15951.6257674401,8829.03937825756,6176.61788436926,3134.67994732254,7289.52200767904,3450.00278226031,5916.94025559698,2596.77628772281,2151.6146383989,2559.67948361249,3950.80963774971,945.96850481331,296.774432882607,760.484484261681,10257.2663365051,8161.2969042717,7920.16767755458,4303.2292767978,10090.3307180086,5267.74618366628,5675.81102887986,6102.42427614861,3227.42195759835,NA,NA,NA,NA,NA,NA,NA,1966.13061784727,4748.39092612171,389.516443158422,1576.61417468885,6139.52108025894,1836.29180346113,148.387216441304
"patient_1039","stim","FCGR3A+ Monocytes",25,44490,29009,790,7886,570,258,492,474,281,408,317,591,160,116,2746,144,139,2761,715,207,405,292,446,160,183,189,499,171,164,131,279,117,108,76,116,85,215,6,216,8,0,124,578,79,8,129,2,45,5,65,121,23,316,287,156,171,126,10,13,9,28,2096,648,456,178,280,135,17756.7992807372,177253.315351764,12811.8678354686,5799.05596763318,11058.6648685098,10654.0795684423,6316.02607327489,9170.60013486177,7125.19667340976,13283.8840188806,3596.31377837716,2607.32748932344,61721.7352213981,3236.68240053945,3124.29759496516,62058.8896381209,16071.0271971229,4652.73095077545,9103.1692515172,6563.27264553832,10024.7246572263,3596.31377837716,4113.28388401888,4248.14565070802,11216.0035963138,3843.56035064059,3686.22162283659,2944.4819060463,6271.07215104518,2629.8044504383,2427.51180040459,1708.24904472915,2607.32748932344,1910.54169476287,4832.54663969431,134.861766689144,4855.02360080917,179.815688918858,0,2787.1431782423,12991.6835243875,1775.67992807372,179.815688918858,2899.52798381659,44.9539222297145,1011.46325016858,112.384805574286,1461.00247246572,2719.71229489773,516.970105641717,7102.7197122949,NA,NA,NA,NA,NA,NA,NA,629.354911216004,47111.7104967408,14565.0708024275,10249.4942683749,4000.89907844459,6293.54911216004,3034.38975050573
"patient_1039","stim","Megakaryocytes",58,143655,645,2,271,6,1,0,1,0,1,11,10,3,1,165,2,0,30,9,3,4,1,8,5,3,3,4,2,3,0,6,2,2,1,1,0,0,23,1,4,0,2,4,0,3,0,0,0,1,1,4,0,7,4,1,1,1,0,0,0,0,13,3,3,5,2,1,13.9222442657756,1886.4640980126,41.7667327973269,6.96112213288782,0,6.96112213288782,0,6.96112213288782,76.572343461766,69.6112213288782,20.8833663986635,6.96112213288782,1148.58515192649,13.9222442657756,0,208.833663986635,62.6500991959904,20.8833663986635,27.8444885315513,6.96112213288782,55.6889770631026,34.8056106644391,20.8833663986635,20.8833663986635,27.8444885315513,13.9222442657756,20.8833663986635,0,41.7667327973269,13.9222442657756,13.9222442657756,6.96112213288782,6.96112213288782,0,0,160.10580905642,6.96112213288782,27.8444885315513,0,13.9222442657756,27.8444885315513,0,20.8833663986635,0,0,0,6.96112213288782,6.96112213288782,27.8444885315513,0,48.7278549302148,NA,NA,NA,NA,NA,NA,NA,0,90.4945877275417,20.8833663986635,20.8833663986635,34.8056106644391,13.9222442657756,6.96112213288782
"patient_1039","stim","NK cells",22,5166,2465,2,668,2,0,16,14,5,21,37,31,1,1,56,28,14,294,181,112,64,78,60,48,26,33,28,24,51,22,56,19,41,8,20,9,7,3,18,66,37,21,6,6,0,22,1,25,7,4,18,27,22,4,6,5,4,3,1,1,16,6,1,26,16,16,0,387.146728610143,129307.007355788,387.146728610143,0,3097.17382888115,2710.027100271,967.866821525358,4065.0406504065,7162.21447928765,6000.77429345722,193.573364305072,193.573364305072,10840.108401084,5420.05420054201,2710.027100271,56910.5691056911,35036.778939218,21680.216802168,12388.6953155246,15098.7224157956,11614.4018583043,9291.52148664344,5032.90747193186,6387.92102206736,5420.05420054201,4645.76074332172,9872.24157955865,4258.61401471158,10840.108401084,3677.89392179636,7936.50793650794,1548.58691444057,3871.46728610143,1742.16027874564,1355.0135501355,580.720092915215,3484.32055749129,12775.8420441347,7162.21447928765,4065.0406504065,1161.44018583043,1161.44018583043,0,4258.61401471158,193.573364305072,4839.33410762679,1355.0135501355,774.293457220287,3484.32055749129,5226.48083623693,4258.61401471158,NA,NA,NA,NA,NA,NA,NA,3097.17382888115,1161.44018583043,193.573364305072,5032.90747193186,3097.17382888115,3097.17382888115,0
"patient_107","ctrl","B cells",44,8336,3847,3,966,1,0,10,0,0,1,202,23,16,3,212,117,10,6,42,0,0,8,0,0,0,5,2,0,4,10,2,58,40,16,67,15,56,7,29,0,5,12,2,22,93,41,24,69,13,65,31,25,526,411,164,88,94,65,57,17,72,4,0,0,0,16,0,359.884836852207,115882.917466411,119.961612284069,0,1199.61612284069,0,0,119.961612284069,24232.245681382,2759.11708253359,1919.38579654511,359.884836852207,25431.8618042227,14035.5086372361,1199.61612284069,719.769673704415,5038.3877159309,0,0,959.692898272553,0,0,0,599.808061420345,239.923224568138,0,479.846449136276,1199.61612284069,239.923224568138,6957.77351247601,4798.46449136276,1919.38579654511,8037.42802303263,1799.42418426104,6717.85028790787,839.731285988484,3478.886756238,0,599.808061420345,1439.53934740883,239.923224568138,2639.15547024952,11156.4299424184,4918.42610364683,2879.07869481766,8277.35124760077,1559.5009596929,7797.50479846449,3718.80998080614,2999.04030710173,63099.8080614203,NA,NA,NA,NA,NA,NA,NA,8637.23608445298,479.846449136276,0,0,0,1919.38579654511,0
"patient_107","ctrl","CD14+ Monocytes",210,247325,168937,9090,74785,3197,141,2373,1848,142,1798,5934,1305,986,144,35108,2691,214,52,78,18,4,8,0,14,0,88,1,14,152,122,1050,2081,2121,1557,1930,1919,1643,198,826,12,69,1992,2700,1438,11,295,23,945,10,126,341,70,1064,2835,1118,366,347,121,81,112,149,42,55,14,6,949,14,36753.2598807237,302375.416961488,12926.3115334075,570.100070757101,9594.66289295462,7471.94986353988,574.143333670272,7269.78671788133,23992.7221267563,5276.45810168806,3986.65723238654,582.229859496614,141950.874355605,10880.420499343,865.258263418579,210.249671484888,315.374507227332,72.7787324370767,16.1730516526837,32.3461033053674,0,56.605680784393,0,355.807136359042,4.04326291317093,56.605680784393,614.575962801981,493.278075406853,4245.42605882948,8414.0301223087,8575.76063883554,6295.36035580714,7803.49742241989,7759.02153037501,6643.08096633984,800.566056807844,3339.73516627919,48.5191549580511,278.985141008794,8054.17972303649,10916.8098655615,5814.2120691398,44.4758920448802,1192.76255938542,92.9950470029314,3820.88345294653,40.4326291317093,509.451127059537,1378.75265339129,283.028403921965,4302.03173961387,NA,NA,NA,NA,NA,NA,NA,602.446174062468,169.817042353179,222.379460224401,56.605680784393,24.2595774790256,3837.05650459921,56.605680784393
"patient_107","ctrl","CD4 T cells",180,25308,13159,68,7557,21,0,196,6,0,2,548,103,31,4,450,260,11,37,112,9,2,17,1,3,3,10,5,2,2,20,418,275,366,127,277,105,126,174,52,67,55,37,2,25,189,175,233,149,106,160,118,242,76,11,15,6,29,2,3,2,45,0,0,0,1,11,0,2686.89742373953,298601.232811759,829.777145566619,0,7744.58669195511,237.079184447606,0,79.0263948158685,21653.232179548,4069.85933301723,1224.90911964596,158.052789631737,17780.9388335704,10273.4313260629,434.645171487277,1461.98830409357,4425.47810968864,355.618776671408,79.0263948158685,671.724355934882,39.5131974079342,118.539592223803,118.539592223803,395.131974079342,197.565987039671,79.0263948158685,79.0263948158685,790.263948158685,16516.5165165165,10866.1292871819,14461.8302513039,5018.17607080765,10945.1556819978,4148.8857278331,4978.66287339972,6875.29634898056,2054.68626521258,2647.38422633159,2173.22585743638,1461.98830409357,79.0263948158685,987.829935198356,7467.99431009957,6914.80954638849,9206.57499604868,5887.4664137822,4188.39892524103,6322.11158526948,4662.55729413624,9562.19377272009,3003.003003003,NA,NA,NA,NA,NA,NA,NA,1778.09388335704,0,0,0,39.5131974079342,434.645171487277,0
"patient_107","ctrl","FCGR3A+ Monocytes",24,30692,22841,1669,12437,572,131,320,197,194,263,822,240,128,76,2550,295,77,8,22,6,1,11,1,1,2,16,18,19,24,30,72,157,127,144,98,89,165,17,84,2,0,115,181,104,0,61,2,138,0,30,43,7,180,335,126,103,69,18,2,19,19,43,24,5,0,130,2,54378.9912680829,405219.60119901,18636.7783135671,4268.21321517008,10426.1696859116,6418.61071288935,6320.86537208393,8569.00821060863,26782.2233806855,7819.62726443373,4170.46787436466,2476.21530040401,83083.5396846084,9611.62517919979,2508.79708067249,260.654242147791,716.799165906425,195.490681610843,32.5817802684739,358.399582953213,32.5817802684739,32.5817802684739,65.1635605369477,521.308484295582,586.47204483253,619.053825101004,781.962726443373,977.453408054216,2345.88817933012,5115.3395021504,4137.88609409618,4691.77635866024,3193.01446631044,2899.77844389417,5375.99374429819,553.890264564056,2736.8695425518,65.1635605369477,0,3746.9047308745,5897.30222859377,3388.50514792128,0,1987.48859637691,65.1635605369477,4496.28567704939,0,977.453408054216,1401.01655154438,228.072461879317,5864.7204483253,NA,NA,NA,NA,NA,NA,NA,619.053825101004,1401.01655154438,781.962726443373,162.908901342369,0,4235.6314349016,65.1635605369477
"patient_107","ctrl","NK cells",37,5536,1978,11,947,2,0,14,31,6,27,56,3,4,1,71,55,3,15,20,1,1,3,0,1,1,8,7,0,2,11,55,54,79,11,49,14,20,22,28,109,17,29,3,12,8,19,0,32,3,6,14,24,36,4,3,4,6,0,0,1,10,0,0,1,1,3,0,1986.99421965318,171062.138728324,361.271676300578,0,2528.90173410405,5599.71098265896,1083.81502890173,4877.1676300578,10115.6069364162,541.907514450867,722.543352601156,180.635838150289,12825.1445086705,9934.9710982659,541.907514450867,2709.53757225434,3612.71676300578,180.635838150289,180.635838150289,541.907514450867,0,180.635838150289,180.635838150289,1445.08670520231,1264.45086705202,0,361.271676300578,1986.99421965318,9934.9710982659,9754.33526011561,14270.2312138728,1986.99421965318,8851.15606936416,2528.90173410405,3612.71676300578,3973.98843930636,5057.80346820809,19689.3063583815,3070.80924855491,5238.43930635838,541.907514450867,2167.63005780347,1445.08670520231,3432.08092485549,0,5780.34682080925,541.907514450867,1083.81502890173,2528.90173410405,4335.26011560694,6502.8901734104,NA,NA,NA,NA,NA,NA,NA,1806.35838150289,0,0,180.635838150289,180.635838150289,541.907514450867,0
"patient_107","stim","B cells",60,16559,8898,105,897,80,8,45,14,0,11,225,151,11,5,270,122,29,681,635,197,262,159,159,173,128,125,103,71,89,97,9,36,38,20,75,22,81,7,82,11,8,26,30,15,303,124,38,65,68,181,115,78,673,564,311,140,133,54,104,12,115,339,20,21,35,75,18,6340.96261851561,54169.9377981762,4831.20961410713,483.120961410713,2717.55540793526,845.461682468748,0,664.291321939731,13587.7770396763,9118.90814662721,664.291321939731,301.950600881696,16305.3324476116,7367.59466151338,1751.31348511384,41125.671840087,38347.7263119754,11896.8536747388,15822.2114862009,9602.02910803792,9602.02910803792,10447.4907905067,7729.93538257141,7548.76502204239,6220.18237816293,4287.69853252008,5374.72069569418,5857.8416571049,543.511081587052,2174.04432634821,2294.82456670089,1207.80240352678,4529.25901322544,1328.58264387946,4891.59973428347,422.730841234374,4951.98985445981,664.291321939731,483.120961410713,1570.14312458482,1811.70360529017,905.851802645087,18298.2064134308,7488.37490186605,2294.82456670089,3925.35781146204,4106.52817199106,10930.6117519174,6944.863820279,4710.42937375445,40642.5508786763,NA,NA,NA,NA,NA,NA,NA,6944.863820279,20472.250739779,1207.80240352678,1268.19252370312,2113.65420617187,4529.25901322544,1087.0221631741
"patient_107","stim","CD14+ Monocytes",179,272952,175248,5933,31958,4333,241,2179,1953,145,1674,2140,4013,691,67,25272,971,451,24206,3395,1490,2149,1405,1815,1034,1705,697,1981,692,847,792,1625,1081,1005,881,1142,1544,1366,18,914,29,13,1631,3009,1120,32,384,4,337,28,292,816,143,1292,2224,1170,493,443,103,42,98,75,13668,5654,2377,2324,2261,1381,21736.4225211759,117082.857059117,15874.5860077962,882.939124827809,7983.0886016589,7155.10419414403,531.22893402503,6132.94645212345,7840.20633664527,14702.2187051203,2531.58064421583,245.464403997773,92587.7077288314,3557.40203405727,1652.30516720889,88682.2591517923,12438.0843518274,5458.83525308479,7873.17916703303,5147.4251883115,6649.52079486503,3788.21184677159,6246.51953457018,2553.56253114101,7257.68633312817,2535.2442920367,3103.10970427035,2901.60907412292,5953.4277089012,3960.40329435212,3681.96605996659,3227.67373017967,4183.88581142472,5656.67223541135,5004.54292329787,65.945660775521,3348.57410826812,106.245786805006,47.6274216712096,5975.40959582637,11023.9162929746,4103.28555936575,117.236730267593,1406.84076321111,14.6545912834491,1234.64931563059,102.582138984144,1069.78516369178,2989.53662182362,523.901638383306,4733.43298455406,NA,NA,NA,NA,NA,NA,NA,274.773586564671,50074.7384155456,20714.2647791553,8708.49087018963,8514.31753568393,8283.50772296961,5059.4976406108
"patient_107","stim","CD4 T cells",199,33406,18466,43,6156,51,5,182,7,1,6,425,761,24,6,433,228,43,1489,1003,620,406,358,321,336,206,164,174,183,104,126,732,254,278,116,204,148,149,69,63,68,108,36,12,21,309,300,188,187,236,161,170,315,77,19,11,16,14,0,0,2,48,74,11,9,147,48,5,1287.19391726037,184278.273364066,1526.67185535533,149.673711309346,5448.12309166018,209.543195833084,29.9347422618691,179.608453571215,12722.2654612944,22780.3388612824,718.433814284859,179.608453571215,12961.7433993893,6825.12123570616,1287.19391726037,44572.8312279231,30024.5464886547,18559.5402023589,12153.5053583189,10716.6377297491,9609.05226605999,10058.073399988,6166.55690594504,4909.29773094654,5208.64515356523,5478.05783392205,3113.21319523439,3771.77752499551,21912.2313356882,7603.42453451476,8321.85834879962,3472.43010237682,6106.6874214213,4430.34185475663,4460.2765970185,2065.49721606897,1885.88876249775,2035.5624738071,3232.95216428187,1077.65072142729,359.21690714243,628.629587499252,9249.83535891756,8980.42267856074,5627.7315452314,5597.79680296953,7064.59917380111,4819.49350416093,5088.90618451775,9429.44381248877,2304.97515416392,NA,NA,NA,NA,NA,NA,NA,1436.86762856972,2215.17092737832,329.28216488056,269.412680356822,4400.40711249476,1436.86762856972,149.673711309346
